Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Ethan_Fuel_UGC_Promo_V3,AG1 Travel Packs,Ethan_Fuel,UGC,Promo,Une journée avec moi,Large,Octobre 2025,AG1 Travel Packs - Ethan Fuel - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,26/10/2025,277146,500648,1.81,4794,171,2842.21,18907.47,6.65,5.68,0.59,0.96,16.62,3.88,27.0,110.57,https://facebook.com/ads/preview/AD-50332,AD-39009,AD-50332
AG1_Ethan_Fuel_UGC_Voyage_V2,AG1 Travel Packs,Ethan_Fuel,UGC,Voyage,Challenge,Large,Octobre 2025,AG1 Travel Packs - Ethan Fuel - Octobre 2025,AG1 - Scale - AG1 Travel Packs,Archivée,14/10/2025,79900,88364,1.11,724,183,8832.34,19156.44,2.17,99.95,12.2,0.82,48.26,14.64,9.9,104.68,https://facebook.com/ads/preview/AD-35509,AD-31129,AD-35509
AG1_Ethan_Fuel_Motion-Vidéo_Immunité_V2,AG1 Travel Packs,Ethan_Fuel,Motion/Vidéo,Immunité,Explication science,Large,Septembre 2025,AG1 Travel Packs - Ethan Fuel - Septembre 2025,AG1 - Scale - AG1 Travel Packs,En ligne,04/09/2025,334245,696047,2.08,1544,924,11596.56,100854.6,8.7,16.66,7.51,0.22,12.55,63.28,31.7,109.15,https://facebook.com/ads/preview/AD-13332,AD-59166,AD-13332
AG1_Jake_Strong_UGC_Voyage_V5,AG1 Travel Packs,Jake_Strong,UGC,Voyage,Témoignage,Large,Août 2025,AG1 Travel Packs - Jake Strong - Août 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,10/08/2025,605132,1369001,2.26,2939,194,11178.64,17145.72,1.53,8.17,3.8,0.21,57.62,41.34,26.5,88.38,https://facebook.com/ads/preview/AD-75700,AD-40959,AD-75700
AG1_Jake_Strong_Image statique_Promo_V3,AG1 Travel Packs,Jake_Strong,Image statique,Promo,Une journée avec moi,Large,Juillet 2025,AG1 Travel Packs - Jake Strong - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,05/07/2025,477429,643209,1.35,5593,175,3987.84,17004.75,4.26,6.2,0.71,0.87,22.79,9.51,—,97.17,https://facebook.com/ads/preview/AD-22675,AD-97486,AD-22675
AG1_Jake_Strong_Motion-Vidéo_Digestion_V5,AG1 Travel Packs,Jake_Strong,Motion/Vidéo,Digestion,Une journée avec moi,Large,Juillet 2025,AG1 Travel Packs - Jake Strong - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,En pause,12/07/2025,35665,67272,1.89,357,574,9125.79,67416.3,7.39,135.66,25.56,0.53,15.9,15.13,13.8,117.45,https://facebook.com/ads/preview/AD-24534,AD-66349,AD-24534
AG1_Jake_Strong_UGC_Lifestyle_V4,AG1 Travel Packs,Jake_Strong,UGC,Lifestyle,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Jake Strong - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En pause,17/07/2025,45156,56746,1.26,380,128,8291.99,11562.24,1.39,146.12,21.82,0.67,64.78,19.21,28.7,90.33,https://facebook.com/ads/preview/AD-26274,AD-17263,AD-26274
AG1_Jake_Strong_Podcast_Lifestyle_V1,AG1 Travel Packs,Jake_Strong,Podcast,Lifestyle,Explication science,Large,Novembre 2025,AG1 Travel Packs - Jake Strong - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,24/11/2025,438909,672260,1.53,6605,969,8599.47,100679.1,11.71,12.79,1.3,0.98,8.87,9.48,12.1,103.9,https://facebook.com/ads/preview/AD-48060,AD-94142,AD-48060
AG1_Jake_Strong_Podcast_Digestion_V3,AG1 Travel Packs,Jake_Strong,Podcast,Digestion,Comparatif,Large,Octobre 2025,AG1 Travel Packs - Jake Strong - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,20/10/2025,575404,2326899,4.04,14079,42,689.2,4486.86,6.51,0.3,0.05,0.61,16.41,8.21,31.2,106.83,https://facebook.com/ads/preview/AD-80806,AD-54780,AD-80806
AG1_Jake_Strong_UGC_Immunité_V2,AG1 Travel Packs,Jake_Strong,UGC,Immunité,Une journée avec moi,Large,Septembre 2025,AG1 Travel Packs - Jake Strong - Septembre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,07/09/2025,507842,875508,1.72,3172,43,4689.19,3847.21,0.82,5.36,1.48,0.36,109.05,27.3,27.4,89.47,https://facebook.com/ads/preview/AD-28702,AD-10975,AD-28702
AG1_Image statique_Digestion_V4,AG1 Travel Packs,—,Image statique,Digestion,Morning Ritual,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Scale - AG1 Travel Packs,En pause,05/07/2025,98989,145344,1.47,291,707,10570.29,77635.67,7.34,72.73,36.32,0.2,14.95,53.95,—,109.81,https://facebook.com/ads/preview/AD-39647,AD-87814,AD-39647
AG1_Image statique_Promo_V2,AG1 Travel Packs,—,Image statique,Promo,Témoignage,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Scale - AG1 Travel Packs,En ligne,19/07/2025,740658,1396405,1.89,7809,30,5686.01,2826.3,0.5,4.07,0.73,0.56,189.53,14.43,—,94.21,https://facebook.com/ads/preview/AD-80040,AD-62534,AD-80040
AG1_Image statique_Énergie_V2,AG1 Travel Packs,—,Image statique,Énergie,Challenge,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Test créa - AG1 Travel Packs,En pause,26/07/2025,91214,185703,2.04,1631,72,3775.51,8480.88,2.25,20.33,2.31,0.88,52.44,4.05,—,117.79,https://facebook.com/ads/preview/AD-97500,AD-70901,AD-97500
AG1_Podcast_Busy-Pro_V1,AG1 Travel Packs,—,Podcast,Busy Pro,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,09/07/2025,529123,813986,1.54,7944,385,13070.45,38072.65,2.91,16.06,1.65,0.98,33.95,4.85,10.0,98.89,https://facebook.com/ads/preview/AD-91691,AD-54375,AD-91691
AG1_Podcast_Busy-Pro_V5,AG1 Travel Packs,—,Podcast,Busy Pro,Morning Ritual,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,26/07/2025,378845,827936,2.19,7191,493,13380.04,50803.65,3.8,16.16,1.86,0.87,27.14,8.83,22.5,103.05,https://facebook.com/ads/preview/AD-38906,AD-89069,AD-38906
AG1_Podcast_Lifestyle_V2,AG1 Travel Packs,—,Podcast,Lifestyle,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,16/07/2025,318402,634632,1.99,4597,952,11415.22,113982.96,9.99,17.99,2.48,0.72,11.99,14.12,12.8,119.73,https://facebook.com/ads/preview/AD-83889,AD-70811,AD-83889
AG1_Podcast_Promo_V4,AG1 Travel Packs,—,Podcast,Promo,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Test créa - AG1 Travel Packs,En pause,14/07/2025,16728,49539,2.96,333,651,13608.59,76538.07,5.62,274.7,40.87,0.67,20.9,13.81,25.9,117.57,https://facebook.com/ads/preview/AD-70515,AD-27786,AD-70515
AG1_UGC_Digestion_V4,AG1 Travel Packs,—,UGC,Digestion,Explication science,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,23/07/2025,396831,1088284,2.74,9875,17,1990.08,1671.44,0.84,1.83,0.2,0.91,117.06,16.3,9.8,98.32,https://facebook.com/ads/preview/AD-78903,AD-72739,AD-78903
AG1_UGC_Promo_V5,AG1 Travel Packs,—,UGC,Promo,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En pause,20/07/2025,43193,81222,1.88,585,829,12361.85,93851.09,7.59,152.2,21.13,0.72,14.91,11.28,24.0,113.21,https://facebook.com/ads/preview/AD-72784,AD-36326,AD-72784
AG1_UGC_Sport_V4,AG1 Travel Packs,—,UGC,Sport,Challenge,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,03/07/2025,337704,1146456,3.39,10758,156,2331.95,13701.48,5.88,2.03,0.22,0.94,14.95,7.98,9.8,87.83,https://facebook.com/ads/preview/AD-22656,AD-66606,AD-22656
AG1_UGC_Voyage_V5,AG1 Travel Packs,—,UGC,Voyage,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Scale - AG1 Travel Packs,Archivée,19/07/2025,1617,2560,1.58,23,30,1316.26,3279.6,2.49,514.16,57.23,0.9,43.88,4.35,32.4,109.32,https://facebook.com/ads/preview/AD-32227,AD-78302,AD-32227
AG1_UGC_Énergie_V3,AG1 Travel Packs,—,UGC,Énergie,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,En pause,18/07/2025,6310,11180,1.77,101,267,14538.07,28683.81,1.97,1300.36,143.94,0.9,54.45,12.87,21.3,107.43,https://facebook.com/ads/preview/AD-23294,AD-59197,AD-23294
AG1_Lily_Nutrition_Motion-Vidéo_Busy-Pro_V2,AG1 Travel Packs,Lily_Nutrition,Motion/Vidéo,Busy Pro,Une journée avec moi,Large,Août 2025,AG1 Travel Packs - Lily Nutrition - Août 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,05/08/2025,796635,1297141,1.63,12566,514,10965.92,59197.38,5.4,8.45,0.87,0.97,21.33,6.91,15.8,115.17,https://facebook.com/ads/preview/AD-10463,AD-36588,AD-10463
AG1_Lily_Nutrition_UGC_Routine-matinale_V1,AG1 Travel Packs,Lily_Nutrition,UGC,Routine matinale,Morning Ritual,Large,Août 2025,AG1 Travel Packs - Lily Nutrition - Août 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,03/08/2025,560779,865222,1.54,3691,311,3330.27,33034.42,9.92,3.85,0.9,0.43,10.71,19.56,13.2,106.22,https://facebook.com/ads/preview/AD-87874,AD-17455,AD-87874
AG1_Lily_Nutrition_UGC_Voyage_V3,AG1 Travel Packs,Lily_Nutrition,UGC,Voyage,Challenge,Large,Août 2025,AG1 Travel Packs - Lily Nutrition - Août 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,08/08/2025,716764,1084626,1.51,10202,119,2222.66,12208.21,5.49,2.05,0.22,0.94,18.68,4.34,19.8,102.59,https://facebook.com/ads/preview/AD-20490,AD-58606,AD-20490
AG1_Lily_Nutrition_Image statique_Busy-Pro_V3,AG1 Travel Packs,Lily_Nutrition,Image statique,Busy Pro,Une journée avec moi,Large,Juillet 2025,AG1 Travel Packs - Lily Nutrition - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,25/07/2025,399244,1209703,3.03,10656,316,12696.09,30923.76,2.44,10.5,1.19,0.88,40.18,4.8,—,97.86,https://facebook.com/ads/preview/AD-45755,AD-31012,AD-45755
AG1_Lily_Nutrition_Image statique_Science_V2,AG1 Travel Packs,Lily_Nutrition,Image statique,Science,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Lily Nutrition - Juillet 2025,AG1 - Scale - AG1 Travel Packs,En ligne,19/07/2025,370214,663561,1.79,3389,7,2163.31,628.11,0.29,3.26,0.64,0.51,309.04,14.64,—,89.73,https://facebook.com/ads/preview/AD-65448,AD-60293,AD-65448
AG1_Lily_Nutrition_UGC_Immunité_V5,AG1 Travel Packs,Lily_Nutrition,UGC,Immunité,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Lily Nutrition - Juillet 2025,AG1 - Scale - AG1 Travel Packs,En pause,21/07/2025,32847,45742,1.39,320,356,4153.04,42292.8,10.18,90.79,12.98,0.7,11.67,20.62,24.6,118.8,https://facebook.com/ads/preview/AD-87569,AD-32103,AD-87569
AG1_Lily_Nutrition_Image statique_Voyage_V5,AG1 Travel Packs,Lily_Nutrition,Image statique,Voyage,Avant/Après,Large,Novembre 2025,AG1 Travel Packs - Lily Nutrition - Novembre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,08/11/2025,599144,1023296,1.71,8345,414,14488.34,42521.94,2.93,14.16,1.74,0.82,35.0,14.01,—,102.71,https://facebook.com/ads/preview/AD-21853,AD-70771,AD-21853
AG1_Lily_Nutrition_Podcast_Immunité_V1,AG1 Travel Packs,Lily_Nutrition,Podcast,Immunité,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Lily Nutrition - Novembre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,11/11/2025,124140,479268,3.86,4767,183,8506.1,19659.69,2.31,17.75,1.78,0.99,46.48,6.67,34.3,107.43,https://facebook.com/ads/preview/AD-37456,AD-45635,AD-37456
AG1_Lily_Nutrition_UGC_Immunité_V4,AG1 Travel Packs,Lily_Nutrition,UGC,Immunité,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Lily Nutrition - Novembre 2025,AG1 - Scale - AG1 Travel Packs,En ligne,02/11/2025,435815,1500205,3.44,5179,27,1824.02,2909.52,1.6,1.22,0.35,0.35,67.56,29.14,11.3,107.76,https://facebook.com/ads/preview/AD-44704,AD-97516,AD-44704
AG1_Lily_Nutrition_Podcast_Busy-Pro_V2,AG1 Travel Packs,Lily_Nutrition,Podcast,Busy Pro,Explication science,Large,Octobre 2025,AG1 Travel Packs - Lily Nutrition - Octobre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,01/10/2025,398027,611898,1.54,1743,133,14096.71,14939.89,1.06,23.04,8.09,0.28,105.99,46.76,27.2,112.33,https://facebook.com/ads/preview/AD-74177,AD-94649,AD-74177
AG1_Lily_Nutrition_UGC_Digestion_V1,AG1 Travel Packs,Lily_Nutrition,UGC,Digestion,Explication science,Large,Octobre 2025,AG1 Travel Packs - Lily Nutrition - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,09/10/2025,167181,350066,2.09,1143,135,7484.97,16175.7,2.16,21.38,6.55,0.33,55.44,16.45,30.4,119.82,https://facebook.com/ads/preview/AD-34896,AD-39850,AD-34896
AG1_Lily_Nutrition_UGC_Immunité_V1,AG1 Travel Packs,Lily_Nutrition,UGC,Immunité,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Lily Nutrition - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,06/10/2025,197412,584743,2.96,2895,55,8323.91,6568.65,0.79,14.24,2.88,0.5,151.34,24.94,12.8,119.43,https://facebook.com/ads/preview/AD-11146,AD-42197,AD-11146
AG1_Lily_Nutrition_UGC_Promo_V2,AG1 Travel Packs,Lily_Nutrition,UGC,Promo,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Lily Nutrition - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,En pause,02/10/2025,96430,240549,2.49,2187,129,10129.38,11513.25,1.14,42.11,4.63,0.91,78.52,14.27,30.1,89.25,https://facebook.com/ads/preview/AD-92066,AD-94912,AD-92066
AG1_Lily_Nutrition_UGC_Science_V5,AG1 Travel Packs,Lily_Nutrition,UGC,Science,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Lily Nutrition - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,En pause,04/10/2025,74925,130151,1.74,740,11,1138.95,1201.53,1.05,8.75,1.54,0.57,103.54,8.11,17.1,109.23,https://facebook.com/ads/preview/AD-73787,AD-70367,AD-73787
AG1_Lily_Nutrition_UGC_Énergie_V4,AG1 Travel Packs,Lily_Nutrition,UGC,Énergie,Comparatif,Large,Septembre 2025,AG1 Travel Packs - Lily Nutrition - Septembre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,17/09/2025,343412,1520446,4.43,3255,5,1059.33,599.4,0.57,0.7,0.33,0.21,211.87,51.34,32.6,119.88,https://facebook.com/ads/preview/AD-40464,AD-93963,AD-40464
AG1_Lucas_Active_Motion-Vidéo_Énergie_V2,AG1 Travel Packs,Lucas_Active,Motion/Vidéo,Énergie,Avant/Après,Large,Août 2025,AG1 Travel Packs - Lucas Active - Août 2025,AG1 - Scale - AG1 Travel Packs,En ligne,12/08/2025,382270,1197473,3.13,6183,651,9100.51,62313.72,6.85,7.6,1.47,0.52,13.98,22.32,32.0,95.72,https://facebook.com/ads/preview/AD-78280,AD-86928,AD-78280
AG1_Lucas_Active_Motion-Vidéo_Énergie_V4,AG1 Travel Packs,Lucas_Active,Motion/Vidéo,Énergie,Explication science,Large,Juillet 2025,AG1 Travel Packs - Lucas Active - Juillet 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,02/07/2025,319571,406622,1.27,839,213,5967.3,21280.83,3.57,14.68,7.11,0.21,28.02,62.81,31.4,99.91,https://facebook.com/ads/preview/AD-75107,AD-89482,AD-75107
AG1_Lucas_Active_Podcast_Immunité_V4,AG1 Travel Packs,Lucas_Active,Podcast,Immunité,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Lucas Active - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En pause,13/07/2025,58733,69072,1.18,680,43,4775.12,4331.82,0.91,69.13,7.02,0.98,111.05,9.12,28.1,100.74,https://facebook.com/ads/preview/AD-14696,AD-64046,AD-14696
AG1_Lucas_Active_Image statique_Lifestyle_V4,AG1 Travel Packs,Lucas_Active,Image statique,Lifestyle,Avant/Après,Large,Novembre 2025,AG1 Travel Packs - Lucas Active - Novembre 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,04/11/2025,432391,1402007,3.24,3807,194,14152.66,19301.06,1.36,10.09,3.72,0.27,72.95,52.56,—,99.49,https://facebook.com/ads/preview/AD-49084,AD-63290,AD-49084
AG1_Lucas_Active_Motion-Vidéo_Promo_V2,AG1 Travel Packs,Lucas_Active,Motion/Vidéo,Promo,Une journée avec moi,Large,Novembre 2025,AG1 Travel Packs - Lucas Active - Novembre 2025,AG1 - Scale - AG1 Travel Packs,Archivée,26/11/2025,81448,224685,2.76,1430,396,6161.11,44324.28,7.19,27.42,4.31,0.64,15.56,21.33,21.8,111.93,https://facebook.com/ads/preview/AD-48463,AD-91729,AD-48463
AG1_Lucas_Active_Podcast_Sport_V1,AG1 Travel Packs,Lucas_Active,Podcast,Sport,Challenge,Large,Novembre 2025,AG1 Travel Packs - Lucas Active - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Archivée,26/11/2025,27319,70485,2.58,690,15,2741.91,1527.75,0.56,38.9,3.97,0.98,182.79,10.43,30.1,101.85,https://facebook.com/ads/preview/AD-72047,AD-19104,AD-72047
AG1_Lucas_Active_Podcast_Énergie_V1,AG1 Travel Packs,Lucas_Active,Podcast,Énergie,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Lucas Active - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Archivée,01/10/2025,39202,107217,2.73,979,45,10575.99,5022.45,0.47,98.64,10.8,0.91,235.02,12.56,33.5,111.61,https://facebook.com/ads/preview/AD-80995,AD-68591,AD-80995
AG1_Lucas_Active_UGC_Voyage_V2,AG1 Travel Packs,Lucas_Active,UGC,Voyage,Explication science,Large,Octobre 2025,AG1 Travel Packs - Lucas Active - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,En pause,25/10/2025,74499,103494,1.39,719,71,9906.92,6569.63,0.66,95.72,13.78,0.69,139.53,19.33,32.3,92.53,https://facebook.com/ads/preview/AD-59127,AD-63504,AD-59127
AG1_Lucas_Active_Image statique_Énergie_V4,AG1 Travel Packs,Lucas_Active,Image statique,Énergie,Comparatif,Large,Septembre 2025,AG1 Travel Packs - Lucas Active - Septembre 2025,AG1 - Prospection - AG1 Travel Packs,Archivée,17/09/2025,91684,257669,2.81,917,17,4443.25,2025.72,0.46,17.24,4.85,0.36,261.37,33.15,—,119.16,https://facebook.com/ads/preview/AD-76143,AD-84959,AD-76143
AG1_Lucas_Active_Motion-Vidéo_Voyage_V1,AG1 Travel Packs,Lucas_Active,Motion/Vidéo,Voyage,Explication science,Large,Septembre 2025,AG1 Travel Packs - Lucas Active - Septembre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,22/09/2025,341890,426274,1.25,2555,1081,14010.6,110337.67,7.88,32.87,5.48,0.6,12.96,22.94,16.5,102.07,https://facebook.com/ads/preview/AD-44446,AD-63265,AD-44446
AG1_Lucas_Active_UGC_Routine-matinale_V1,AG1 Travel Packs,Lucas_Active,UGC,Routine matinale,Test goût,Large,Septembre 2025,AG1 Travel Packs - Lucas Active - Septembre 2025,AG1 - Acquisition - AG1 Travel Packs,Archivée,01/09/2025,37272,47041,1.26,294,4,603.27,403.6,0.67,12.82,2.05,0.62,150.82,23.13,22.2,100.9,https://facebook.com/ads/preview/AD-71589,AD-19103,AD-71589
AG1_Marcus_Fit_Image statique_Énergie_V2,AG1 Travel Packs,Marcus_Fit,Image statique,Énergie,Challenge,Large,Juillet 2025,AG1 Travel Packs - Marcus Fit - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,13/07/2025,451677,778387,1.72,3845,82,1592.86,8371.38,5.26,2.05,0.41,0.49,19.43,25.64,—,102.09,https://facebook.com/ads/preview/AD-94092,AD-27451,AD-94092
AG1_Marcus_Fit_Témoignage_Routine-matinale_V3,AG1 Travel Packs,Marcus_Fit,Témoignage,Routine matinale,Challenge,Large,Juillet 2025,AG1 Travel Packs - Marcus Fit - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,02/07/2025,299736,764188,2.55,2398,173,14589.76,19170.13,1.31,19.09,6.08,0.31,84.33,46.29,—,110.81,https://facebook.com/ads/preview/AD-78125,AD-40339,AD-78125
AG1_Marcus_Fit_UGC_Routine-matinale_V3,AG1 Travel Packs,Marcus_Fit,UGC,Routine matinale,Test goût,Large,Juillet 2025,AG1 Travel Packs - Marcus Fit - Juillet 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,20/07/2025,266059,785632,2.95,2639,376,11898.17,37152.56,3.12,15.14,4.51,0.34,31.64,29.14,10.1,98.81,https://facebook.com/ads/preview/AD-41566,AD-99539,AD-41566
AG1_Marcus_Fit_Podcast_Science_V2,AG1 Travel Packs,Marcus_Fit,Podcast,Science,Test goût,Large,Novembre 2025,AG1 Travel Packs - Marcus Fit - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,03/11/2025,175397,227960,1.3,1708,333,8890.81,38701.26,4.35,39.0,5.21,0.75,26.7,15.46,26.0,116.22,https://facebook.com/ads/preview/AD-41117,AD-98417,AD-41117
AG1_Marcus_Fit_Motion-Vidéo_Science_V2,AG1 Travel Packs,Marcus_Fit,Motion/Vidéo,Science,Témoignage,Large,Octobre 2025,AG1 Travel Packs - Marcus Fit - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,09/10/2025,21510,48982,2.28,141,261,2251.76,25066.44,11.13,45.97,15.97,0.29,8.63,27.66,12.4,96.04,https://facebook.com/ads/preview/AD-72747,AD-39990,AD-72747
AG1_Marcus_Fit_Témoignage_Digestion_V3,AG1 Travel Packs,Marcus_Fit,Témoignage,Digestion,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Marcus Fit - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Archivée,23/10/2025,90674,222992,2.46,2185,548,8157.12,51462.68,6.31,36.58,3.73,0.98,14.89,11.17,—,93.91,https://facebook.com/ads/preview/AD-76500,AD-42869,AD-76500
AG1_Marcus_Fit_UGC_Science_V3,AG1 Travel Packs,Marcus_Fit,UGC,Science,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Marcus Fit - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,13/10/2025,265512,1072650,4.04,6219,126,2870.57,14686.56,5.12,2.68,0.46,0.58,22.78,21.76,20.9,116.56,https://facebook.com/ads/preview/AD-93020,AD-82487,AD-93020
AG1_Marcus_Fit_UGC_Busy-Pro_V2,AG1 Travel Packs,Marcus_Fit,UGC,Busy Pro,Une journée avec moi,Large,Septembre 2025,AG1 Travel Packs - Marcus Fit - Septembre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,07/09/2025,535814,2098615,3.92,19552,408,11287.68,44096.64,3.91,5.38,0.58,0.93,27.67,11.08,25.4,108.08,https://facebook.com/ads/preview/AD-37686,AD-15799,AD-37686
AG1_Marcus_Fit_UGC_Busy-Pro_V3,AG1 Travel Packs,Marcus_Fit,UGC,Busy Pro,Avant/Après,Large,Septembre 2025,AG1 Travel Packs - Marcus Fit - Septembre 2025,AG1 - Test créa - AG1 Travel Packs,En pause,21/09/2025,99253,147598,1.49,884,136,2106.45,14482.64,6.88,14.27,2.38,0.6,15.49,6.56,13.5,106.49,https://facebook.com/ads/preview/AD-41203,AD-14968,AD-41203
AG1_Marcus_Fit_UGC_Science_V4,AG1 Travel Packs,Marcus_Fit,UGC,Science,Explication science,Large,Septembre 2025,AG1 Travel Packs - Marcus Fit - Septembre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,06/09/2025,392201,1025027,2.61,2941,89,12182.58,8033.14,0.66,11.89,4.14,0.29,136.88,18.06,19.8,90.26,https://facebook.com/ads/preview/AD-56365,AD-28333,AD-56365
AG1_Max_Performance_Motion-Vidéo_Énergie_V3,AG1 Travel Packs,Max_Performance,Motion/Vidéo,Énergie,Test goût,Large,Août 2025,AG1 Travel Packs - Max Performance - Août 2025,AG1 - Test créa - AG1 Travel Packs,En pause,17/08/2025,16193,19146,1.18,51,572,9529.38,62239.32,6.53,497.72,186.85,0.27,16.66,41.18,27.1,108.81,https://facebook.com/ads/preview/AD-30958,AD-90225,AD-30958
AG1_Max_Performance_Podcast_Science_V5,AG1 Travel Packs,Max_Performance,Podcast,Science,Témoignage,Large,Août 2025,AG1 Travel Packs - Max Performance - Août 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,15/08/2025,82292,198049,2.41,733,28,8673.81,3081.96,0.36,43.8,11.83,0.37,309.78,36.02,34.0,110.07,https://facebook.com/ads/preview/AD-93614,AD-45118,AD-93614
AG1_Max_Performance_UGC_Voyage_V5,AG1 Travel Packs,Max_Performance,UGC,Voyage,Test goût,Large,Août 2025,AG1 Travel Packs - Max Performance - Août 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,02/08/2025,158213,552754,3.49,5112,23,5680.27,1964.66,0.35,10.28,1.11,0.92,246.97,11.91,22.2,85.42,https://facebook.com/ads/preview/AD-36305,AD-47226,AD-36305
AG1_Max_Performance_Podcast_Digestion_V5,AG1 Travel Packs,Max_Performance,Podcast,Digestion,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Max Performance - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,13/10/2025,91780,401962,4.38,3933,1061,9435.89,103298.96,10.95,23.47,2.4,0.98,8.89,3.84,21.4,97.36,https://facebook.com/ads/preview/AD-29649,AD-81037,AD-29649
AG1_Max_Performance_Motion-Vidéo_Promo_V2,AG1 Travel Packs,Max_Performance,Motion/Vidéo,Promo,Témoignage,Large,Septembre 2025,AG1 Travel Packs - Max Performance - Septembre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,14/09/2025,343821,1278342,3.72,11740,139,11610.24,15583.29,1.34,9.08,0.99,0.92,83.53,5.01,30.1,112.11,https://facebook.com/ads/preview/AD-61622,AD-88241,AD-61622
